Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Madagascar,670598061.7,692597472.3,736196899.8,762274504.7,798894306.7,835959304.9,876592471.2,905983904.5,977201983.6,995320764.1,1028608109,1143868913,1277735681,1579229542,1841208114,2212123963,2055869172,2253386541,2598199136,3453794170,3243126100,3334666575,3737295652,3608203858,2927246444,3189806369,3536952498,2469084528,2734220475,1914968441,2778594230,2380405746,2528831645,2737500511,2488328004,3628148372,4552434455,4025771736,4061295048,3933011759,4287017934,4697926028,5115172381,5921179982,4492911419,5341556485,5552613171,7211180399,8601223285,8120314799,8694815859,10130098019,10296191025,11592463850,11134779157,10014897683,10223407762,11559811835,11781801424,12130411517,12421797686
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053132558,2434761491,2707117930,2936737642,3277359260,3491467462,2747792716
Middle East & North Africa,,,,,,,,,,,41882995739,46209454928,54336036758,68732803781,96132056792,1.25243E+11,1.45199E+11,1.81226E+11,2.1265E+11,2.57673E+11,3.04213E+11,3.49058E+11,3.98609E+11,4.34732E+11,4.47778E+11,4.73519E+11,5.26316E+11,4.76937E+11,4.66564E+11,4.8299E+11,5.44761E+11,4.40485E+11,4.69375E+11,4.81146E+11,5.04668E+11,5.62929E+11,6.22659E+11,6.5544E+11,6.73939E+11,6.78736E+11,7.01969E+11,7.21176E+11,7.1622E+11,7.64076E+11,8.69058E+11,9.7414E+11,1.11592E+12,1.33722E+12,1.61188E+12,1.65978E+12,1.79479E+12,1.86351E+12,2.02269E+12,2.04848E+12,2.18629E+12,2.1489E+12,2.17569E+12,2.18664E+12,2.20176E+12,2.26718E+12,2.26455E+12
Mexico,10805192000,11694744000,12680128000,13774960000,16294232000,17345704000,19389344000,21202216000,23765264000,25938584000,28141200000,31689032000,36344456000,44033264000,56848976000,69553328000,70407564935,63055482301,78904837719,1.01324E+11,1.45978E+11,1.87945E+11,1.25212E+11,1.03709E+11,1.27006E+11,1.36041E+11,1.00388E+11,1.04675E+11,1.3928E+11,1.71964E+11,2.04816E+11,2.50239E+11,2.97222E+11,3.93081E+11,4.1222E+11,2.69253E+11,3.082E+11,3.75092E+11,3.96005E+11,4.58909E+11,5.48298E+11,5.96142E+11,6.17992E+11,5.92665E+11,6.16481E+11,6.9452E+11,7.56978E+11,8.16586E+11,8.62041E+11,6.99745E+11,8.15784E+11,9.04064E+11,9.20891E+11,1.00248E+12,1.0267E+12,9.10883E+11,8.36182E+11,8.90459E+11,9.33276E+11,9.68502E+11,8.22514E+11
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184175200,194513300,196729200,211646300,218004000,211603000,212195500,223060800,234143300,244342100,236864200,241338700,256689000,277062098.1,287046800,313657100,283514700
Middle income,,3.50515E+11,3.73881E+11,3.94452E+11,4.37577E+11,4.67983E+11,4.78959E+11,5.06649E+11,5.33496E+11,5.83286E+11,6.30797E+11,6.92959E+11,7.69065E+11,9.51439E+11,1.19783E+12,1.32611E+12,1.40854E+12,1.57614E+12,1.73912E+12,2.04172E+12,2.39208E+12,2.63125E+12,2.65594E+12,2.63186E+12,2.7079E+12,2.84637E+12,3.02067E+12,3.04184E+12,3.26216E+12,3.25882E+12,3.77456E+12,3.65302E+12,3.7741E+12,4.14447E+12,4.55849E+12,5.1729E+12,5.66373E+12,6.0204E+12,5.86129E+12,5.68854E+12,6.08462E+12,6.16294E+12,6.23777E+12,6.92849E+12,7.99597E+12,9.42941E+12,1.0947E+13,1.34665E+13,1.58795E+13,1.57971E+13,1.8131E+13,2.07725E+13,1.67593E+13,1.79139E+13,1.85377E+13,1.76883E+13,1.79362E+13,1.95734E+13,2.05335E+13,2.12691E+13,2.02132E+13
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3848683746,4080545918,2071769397,2361402241,3206466466,3982709375,4237504721,3912350135,3914835563,3975064058,3485635903,3551091978,3942063534,4838823098,5592765822,6032075514,6556622911,7848570751,9630908791,9009038426,8827051074,9658247194,9018172782,9655525452,9875745901,8637235290,8788588900,9223495623,10163720491,10022039340,10198192608
Mali,,,,,,,,260496650.6,309563150.6,305200092.6,322445721.8,356194259.1,448171139.6,535193717.8,620245900.5,863679729.5,899747881.3,949073109.8,1248624557,1585285627,2013379264,1777570430,1538845374,1507424687,1452562938,1571225926,1923089489,1981506379,2150909506,2004127309,2563493147,2715468291,2805108538,2819410083,2014093444,2593687674,2649128008,2385572223,2566013861,3152795425,2762753654,3020441570,3357428629,4067171289,4708539083,5451921253,5726790192,6889935859,8714923767,8696784962,9436953902,11531571659,10728127339,12661822362,13699378217,12422179737,13032278129,14144300755,15473328778,15503225825,15581147050
Malta,,,,,,,,,,,243914279.8,255880523,289481210.6,337128623,382861454.5,427125292.9,444536504.1,554371963,664928038.3,797921437.1,1011008576,1010099134,1043683021,990261888.2,950819908.7,980770589.3,1213255080,1431144011,1639312184,1720753634,2042366608,2181225631,2395783282,2151077934,2372613882,2958872325,3174750596,3088105216,3238180462,3348240852,3305103273,3412437089,3564871795,4359306475,5022513328,5309873150,5655501568,6361728579,7244993262,7033117533,7017889301,7792970629,7501766029,8041365786,8411865285,7330744369,7507464443,7988996078,9248674737,9577265904,9808764543
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66044E+12,4.93479E+12,5.13527E+12,71797481642,39323238138,42317485670,42772938656,45237684662,45980688297,49832809303,48369019442,54471558423
Middle East & North Africa (excluding high income),,,,,,17841866674,18772833068,20112347811,21794345227,24340320553,27675880910,31881641790,37000225980,44895990522,60880651820,80836235171,91201954133,1.09357E+11,1.25308E+11,1.46482E+11,1.74661E+11,1.94612E+11,2.24576E+11,2.56285E+11,2.72872E+11,3.00424E+11,3.55581E+11,3.04258E+11,2.86707E+11,2.93213E+11,3.33538E+11,1.99349E+11,2.22957E+11,2.35801E+11,2.49687E+11,2.83809E+11,3.20011E+11,3.42323E+11,3.63087E+11,3.65866E+11,3.66353E+11,3.78638E+11,3.65191E+11,3.9016E+11,4.5241E+11,5.1101E+11,5.83892E+11,7.16392E+11,8.7192E+11,9.59678E+11,1.05192E+12,1.02748E+12,1.14206E+12,1.06401E+12,1.10896E+12,1.07654E+12,1.10075E+12,1.04329E+12,9.73437E+11,1.00592E+12,1.01321E+12
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904636556.8,1161339781,1358632543,1724137736,2061508567,2252668822,3074216535,3974541473,5096799473,4318221728,4305505767,4664142539,4244507259,4485681094,4570440494,3986351336,4215216814,4516214785,5060775496,4942597403,4952368091
Mongolia,,,,,,,,,,,,,,,,,,,,,,1783568267,1734867167,2120848600,1638919725,1720446900,2500509267,2752593733,2915297467,2759759700,1925760000,1809484211,845023474.2,491164022.9,608671496.4,939112146.4,956633351.8,781956100.7,833460053.6,773134397,1027921910,1171233466,1302201565,1345898648,1579979107,1698652957,2013818921,2612073260,3985474644,3325558627,4882025699,6635350108,8180303260,8713850429,8515647310,8920790614,8574020453,8058784642,9310110405,9997043687,10155385192
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3822069292,2894037511,2941711011,3106265492,3037468369,3990277863,4584531013,4943389798,5113397844,4867121138,4379117545,5205286502,5843419627,7015325650,7849878106,8087009889,9160754043,11088220558,10989984305,10195524463,13116765089,15463779695,16240123076,17014876467,14436143205,10975535468,11814479060,12977714518,13518148252,
Mauritania,,0,0,0,0,0,188817963.6,192240135.6,203060762.4,206620029,215205341.9,232815669.5,319587154,468248308.9,614175087.1,694677521,881929859.8,926862399,905335734.5,1075158071,1121854507,1126433298,1229638842,1225454713,1114192358,944455570.1,1104446851,1200288587,1203581160,1285638863,1434495767,1791546091,1898895906,1723316681,1115122347,1748491886,1962874350,2009209940,1884195325,1841702979,1719203597,1695754922,1736088732,1960756617,2207201223,2519787831,2824433194,3341097422,4055538133,3822785067,3922822414,4022668022,4379969068,4604282627,4946727228,4840676129,4736692293,4888863128,5135672311,5267852614,5518536108
Mauritius,,,,,,,,,,,,,,,,,535658160.6,664567977.8,828614540.9,975412564.8,1013234777,973423599.8,912853529.5,903794570.4,846068563.7,843969564.5,1044674152,1360826824,1578320695,1662841480,2042856662,2157511133,2391679263,2463883063,2738348422,3104756262,3361031257,3161098393,3129460027,3317783989,3457453378,3371392835,3609410437,4328956974,5093936520,5355141533,5684478099,6427186822,8464228477,7957684341,8704116371,10003622936,10222529118,10777879836,11444764480,10480649919,10887318911,11932897156,12912501768,12808998266,10021145249
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,1424604730,1513132105,1614072913,1989089246,2126290344,2280478244,2450346269,2588854044,2667908010,2792695675,3023977525,3302755299,4025748333,5419719232,6768310415,7082778148,7481901165,9019623776,11085492228,13197313105,16425651155,17802612734,19138049156,20451040365,21904335211,20993556182,18837065158,20290125417,22373606232,24888142351,28878331916,32370162933,37441787411,40749776621,44985901539,53484848485,57624612449,56116118958,37043416225,41605263158,50571052632,53964736842,58458157895,63415789474,70580526316,79891209633,90297966305,1.09779E+11,1.29743E+11,1.25177E+11,1.54789E+11,1.82462E+11,1.9965E+11,2.1183E+11,2.22268E+11,2.02054E+11,2.02903E+11,2.1567E+11,2.48984E+11,2.60922E+11,2.48793E+11
North America,,,,,,,,,,,9.08019E+11,9.86278E+11,1.08184E+12,1.18829E+12,1.3154E+12,1.46242E+12,1.62073E+12,1.77955E+12,1.96268E+12,2.17402E+12,2.41138E+12,2.66956E+12,2.86758E+12,3.14077E+12,3.39836E+12,3.68348E+12,3.9194E+12,4.18574E+12,4.53683E+12,4.89198E+12,5.22638E+12,5.44786E+12,5.73588E+12,5.99891E+12,6.29059E+12,6.57578E+12,6.90623E+12,7.262E+12,7.63475E+12,8.15022E+12,8.75577E+12,9.16593E+12,9.57405E+12,1.01669E+13,1.08482E+13,1.15953E+13,1.23257E+13,1.30355E+13,1.35595E+13,1.34219E+13,1.40446E+13,1.45959E+13,1.49761E+13,1.53159E+13,1.57915E+13,1.61013E+13,1.65758E+13,1.72718E+13,1.81418E+13,1.8776E+13,1.84451E+13
Namibia,,,,,,,,,,,,,,,,,,,,,1544283336,2137981437,2048416836,2166758473,1849066225,1255379939,1493935721,2180512376,2111258837,2126799888,2141114721,2684840184,2926583345,2789697585,2936315788,3289178324,3324589003,3584911046,3286891232,3283757738,3293632237,3103685813,2790124441,4338170807,5357744601,5588718305,6039065375,7068523985,7193588630,8335256160,9865398333,10972887425,12177731236,11239420785,11225356141,10875053191,10927549800,12406586163,13002350380,11922156765,10114974246
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2193024878,,,,,,,,3522382331,3544289323,3141818062,3226747085,3572612221,4484507604,5187094193,5560440146,6027279535,7041119573,8116073107,7941532282,7990192604,8798506278,8434297295,8941547239,9165511735,7793247731,7875040123,8175990089,,,
Niger,420803679.2,459924227,498709735.7,520018674.7,548042946.7,650223651.3,672736040.3,647463095.1,619536646.4,631455323.6,633529854,662049044.4,707212696.1,882816222.6,1043039877,1021770576,1041784351,1162370978,1460382293,1740095991,2142956164,1991843912,1907387147,1686657276,1474385163,1431795205,1696037882,2070539850,1966471401,2027418845,3308453361,3095544485,3272526742,2983960682,1829098062,2156743244,2195931746,2117821185,2443866674,2407459851,2082391047,2260398526,2569932992,3153242301,3608138124,3953289577,4232305071,5184468968,6342102062,6696636629,6825566727,7724948922,7878125737,8448281520,8987977293,8118360986,8797475083,9726034456,10948859826,10883721844,11593999761
Nigeria,,,,,,,,,,,,,,,,,,,,,,19096404323,20642338233,22550039000,27726825553,36730918485,23943075817,23078591870,25299915451,13725600880,19338605591,19707373021,22223922982,13625726011,18228270040,23783632199,29410870429,30324325086,34059536902,31733092844,29751518868,46085896265,62929096779,69709167979,87655675693,1.14138E+11,1.31436E+11,2.08427E+11,2.36139E+11,2.26415E+11,2.74732E+11,3.02125E+11,3.04382E+11,4.07184E+11,4.27568E+11,4.11397E+11,3.5172E+11,3.17619E+11,3.26492E+11,3.59241E+11,3.38667E+11
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618882366,3771810465,3921017546,4029184111,4232303872,4455550178,4786267770,5050770987,5098801670,5234378840,5606395078,6130288789,6528311336,7096349297,8008507168,7952702869,8284776460,8876129913,9397410253,9846336176,10431335688,10785822254,11273156074,11550835416,11117826401,10949800282,10810462959
Netherlands,,,,,,,,,,24049472821,27022315091,31406664787,38419691019,50420151348,59982364128,73017599338,80059435739,95243910389,1.18018E+11,1.36771E+11,1.47396E+11,1.22023E+11,1.18703E+11,1.15161E+11,1.0451E+11,1.05441E+11,1.46289E+11,1.81684E+11,1.90224E+11,1.8452E+11,2.26335E+11,2.34663E+11,2.613E+11,2.55722E+11,2.72591E+11,3.24067E+11,3.21626E+11,2.95011E+11,3.10669E+11,3.18974E+11,2.95196E+11,3.0497E+11,3.40279E+11,4.21729E+11,4.72761E+11,4.87022E+11,5.16171E+11,5.89487E+11,6.55462E+11,6.22362E+11,6.06921E+11,6.45752E+11,6.00175E+11,6.25056E+11,6.32466E+11,5.35868E+11,5.42991E+11,5.71054E+11,6.25802E+11,6.19832E+11,6.2005E+11
Norway,,,,,,,,,,,8677287936,9974347709,11819768677,15139269486,17965954835,22467619430,24969119399,29468394853,32426606642,36697735037,42328514739,41355518773,41460799504,40572611151,39549225020,42704368864,55473244351,66638515770,71537056928,70951118836,82854449894,85429514569,94050848821,86464667823,90425498753,1.06202E+11,1.11906E+11,1.0792E+11,1.07748E+11,1.10672E+11,1.05056E+11,1.09146E+11,1.29799E+11,1.54955E+11,1.72281E+11,1.89602E+11,2.03496E+11,2.37379E+11,2.62997E+11,2.46564E+11,2.71362E+11,3.04995E+11,3.07935E+11,3.20461E+11,3.13445E+11,2.57593E+11,2.57867E+11,2.73554E+11,2.89331E+11,2.78552E+11,2.55097E+11
Nepal,,,,,,,,,,,,,,,,1417744380,1282406764,1195840000,1389537068,1635833358,1729999908,2027749992,2157494732,2237976181,2326559714,2250878745,2519417401,2599562413,3090974382,3162440321,3373934630,3585800919,3029503341,3211787500,3661751020,3712098420,3871265473,4232000701,4187360775,4348388521,4660648617,5306354461,5476667888,5788509912,6419305641,7190753085,8231311322,9311930568,11312084483,11642289113,14170128078,20084397985,19723645646,20349569226,20602852630,22503219014,23630719885,25209699291,28213796814,28954530228,31521468736
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,5135157352,6069244085,7239912494,9522749409,10904578047,10325276711,10245518316,11816925052,14366638796,15999198638,18397992666,18737823662,18665695557,18241324921,16175464067,18807161125,22766687790,30297121634,34166183575,33588802746,35789159147,33680508665,32549447044,35076046679,41147200684,47602284803,52797280422,50003151989,43773356492,44816025741,39463399640,39552988448,49448962492,65398802980,77337142857,87220305569,85467868491,1.03034E+11,1.03209E+11,94601786495,1.13594E+11,1.31083E+11,1.37766E+11,1.45571E+11,1.5341E+11,1.35069E+11,1.43849E+11,1.55995E+11,1.61227E+11,1.62374E+11,1.65098E+11
OECD members,,,,,,,,,,,1.78576E+12,1.98967E+12,2.3018E+12,2.7448E+12,3.11417E+12,3.59451E+12,3.86852E+12,4.34904E+12,5.17228E+12,5.98268E+12,6.73649E+12,6.84318E+12,6.84819E+12,7.09372E+12,7.29896E+12,7.70824E+12,9.3121E+12,1.0788E+13,1.20257E+13,1.25498E+13,1.42141E+13,1.50953E+13,1.63722E+13,1.66298E+13,1.77079E+13,1.93225E+13,1.95481E+13,1.92361E+13,1.95092E+13,2.06201E+13,2.11011E+13,2.11998E+13,2.22993E+13,2.50101E+13,2.76613E+13,2.92373E+13,3.06981E+13,3.34713E+13,3.58814E+13,3.44769E+13,3.59278E+13,3.84353E+13,3.83391E+13,3.87033E+13,3.92865E+13,3.68908E+13,3.76297E+13,3.90415E+13,4.1239E+13,4.16055E+13,4.0583E+13
Oman,,,,,,,,61585197.46,60475161.99,67194624.43,82553395.73,114051973.1,200104220.9,295409181.6,714533873.8,996236537.3,1223219745,1490156340,1688477128,2002605675,3152865953,3658946439,4382455124,4595541401,5056456283,5974811812,5102093979,4794017685,5554486346,5878803901,7948244473,8693888166,9274122237,9678283485,9823927178,10564629389,11039791938,11230169051,10324480867,10554004600,11089279312,11753229456,12047694429,12945608844,14756895518,15962532280,17990214416,20804637832,25716202816,27002498281,29720197159,33200501477,37532616789,40282829461,45092697788,45816911441,46743694846,49177399014,49413004614,49793703486,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45747921086,52619605093,54891979144,55246524270,57065004780,58289013419,58544536691,58757582227,63323350000,78093901790,94035589606,1.05855E+11,1.19751E+11,1.43931E+11,1.62854E+11,1.60958E+11,1.72753E+11,1.91311E+11,1.98641E+11,2.16087E+11,2.27897E+11,2.19378E+11,2.23135E+11,2.37957E+11,2.5373E+11,2.5632E+11,2.43277E+11
Pakistan,3468500630,3858042839,3972280554,4132087358,4511129777,5170726585,5675556489,6544939101,7077278454,7689416212,8717975640,9302813944,8233855691,5531258867,8053535354,10402727273,11875454545,13644141414,16398484848,18440404040,22009696970,25496060606,28168720379,26263622047,28753932918,29186807388,28406323621,28730323332,33683793791,35095946602,34617725424,37686774672,40577106999,44242137539,43572024559,51035697457,54155969824,54172852203,51825143364,54187757044,68522116453,66415080728,67093390711,75969523647,89037293729,1.03021E+11,1.20905E+11,1.33755E+11,1.55832E+11,1.50885E+11,1.59505E+11,1.94121E+11,2.08534E+11,2.12309E+11,2.24276E+11,2.45499E+11,2.54492E+11,2.83819E+11,2.94929E+11,2.63805E+11,2.41832E+11
Panama,429940600,457029900,484467900,551551700,596894300,647933700,673860400,742688100,769079800,852324100,935335900,1025460900,1121772300,1234459000,1520239200,1707160800,1789037600,2007133000,2322388800,2742568300,3207264400,3782251100,3901652500,4435129700,5229023300,5511682000,5533200700,5534864500,4985340100,5609499100,5378381000,6030632600,6470093900,6956048400,7136360900,7120998000,7290349500,7657716100,8870687400,9381489900,9225867800,9689818200,10539242400,10667609500,11948999800,12631452200,13520128300,15036900000,17154300000,18417900000,20601400000,23374800000,25869900000,28866000000,31983200000,33434500000,36460500000,38621340792,40858489601,43046821812,38216968073
Peru,1543477306,1783411734,2053321155,2363936011,2801835715,3473880647,4029850746,4208609189,4170542804,4635659053,5976744363,6702842515,7643410932,8749354163,11007751938,14199999774,13390070868,12470166700,9725527968,10825467335,12114918657,15391901492,15194954128,12710303328,12719930776,11730000000,12035000000,16383333333,11856025361,17257998929,21632982368,29140927754,30630898992,29535452969,36414132216,43177143364,45546999144,46939939940,45701167475,41028512336,42623857417,43550354893,45318247719,48209358473,52918155721,58092031425,62990899652,72144455097,87761030794,90918265719,1.06604E+11,1.21576E+11,1.40855E+11,1.5007E+11,1.54554E+11,1.48585E+11,1.49999E+11,1.63239E+11,1.71124E+11,1.78101E+11,1.63525E+11
Philippines,,,,,,,,,,,,,,,,,,,,,,28129542948,29792209084,25809920707,26148143785,27656420222,26820418466,28901540288,32951129491,37099275875,39144362158,41531618005,49310807775,51034384783,59542275640,69287391807,77311475074,77364284715,63262176557,72077115292,69262245904,66013042873,70290620491,72621870428,78605244022,88964209064,1.05115E+11,1.27105E+11,1.48933E+11,1.46087E+11,1.66513E+11,1.91695E+11,2.18303E+11,2.3515E+11,2.43446E+11,2.55529E+11,2.67046E+11,2.74298E+11,2.93378E+11,3.2284E+11,3.26843E+11
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,,241584034.6,256816036.7,269360038.5,296464042.4,338223765.3,394557061.3,443722813.3,483928883.4,539925859.6,604995072.2,670933167.2,760838083.8,974435449.5,1123295823,1183269931,1245963799,1302501895,1587106785,1772969935,2179907587,2315898811,2147731889,2250328908,2213220565,2193042187,2331274552,2703711863,2978318648,3151839893,2700587727,3124054622,3263736264,3316434996,3569485970,2815144963,3415332701,3941164075,2912991939,2552206459,2154112739,1970886376,2276494081,2287763767,2621515535,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11248E+11,1.27742E+11,1.27825E+11,1.3923E+11,1.36894E+11,1.41061E+11,1.58958E+11,1.69514E+11,1.82846E+11,2.1109E+11,2.49261E+11,2.77939E+11,3.3723E+11,4.30232E+11,3.53651E+11,3.87057E+11,4.2005E+11,3.96375E+11,4.13198E+11,4.25169E+11,3.66236E+11,3.61719E+11,4.01837E+11,4.47443E+11,4.51053E+11,4.53186E+11
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,1.19513E+11,1.30703E+11,1.35138E+11,1.45641E+11,1.60892E+11,1.64671E+11,1.83074E+11,1.8872E+11,1.93376E+11,2.4177E+11,1.17882E+11,1.17899E+11,1.08428E+11,1.00478E+11,1.27569E+11,1.43651E+11,1.52537E+11,1.68578E+11,1.65625E+11,1.73457E+11,1.88205E+11,2.22634E+11,2.49561E+11,3.00649E+11,3.63713E+11,4.2182E+11,5.72084E+11,6.68089E+11,6.85443E+11,7.60143E+11,8.47898E+11,8.93085E+11,1.0695E+12,1.1186E+12,1.05758E+12,9.79011E+11,9.8467E+11,1.02377E+12,1.07232E+12,1.02757E+12
Puerto Rico,,,,2103000000,2378000000,2612000000,2906000000,3114000000,3464000000,3861000000,4356000000,5185700000,5777300000,6464800000,7102800000,8086700000,9102900000,9967800000,10754600000,11722500000,13037500000,14403200000,14961100000,15865900000,16950900000,18122600000,19021400000,20380500000,21976700000,23092500000,24258300000,25101400000,26326100000,27905900000,29787000000,31869300000,34324353000,36923648000,39079200000,41513100000,43362000000,45312297000,47201014000,49706892000,53356381000,57130591000,60478431000,62598981000,65071900000,66223800000,67625700000,68661400000,71691600000,73067000000,72932000000,70740800000,69583100000,71511300000,71505600000,75364500000,73057600000
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,6274574616,7305469965,8456063751,11375404742,14752951855,17300698039,17525397878,17900460974,18680004562,21030655738,26220292351,26332830619,25059894046,22391235975,21015603944,21981971997,30271869723,37192978511,43696052925,46956110262,62133986781,72833654780,88884158004,80757236005,83809435990,97074592013,1.01421E+11,95336083476,1.00212E+11,1.03627E+11,97330811682,99701759284,1.10353E+11,1.37313E+11,1.58876E+11,1.68427E+11,1.771E+11,2.0286E+11,2.25549E+11,2.09736E+11,2.05811E+11,2.09527E+11,1.83353E+11,1.9076E+11,1.94086E+11,1.66238E+11,1.71259E+11,1.80544E+11,1.96776E+11,1.94522E+11,1.9051E+11
Paraguay,,,,,,380206349.2,405730158.7,428000000,458404761.9,492809523.8,514198412.7,584849206.3,653801587.3,799246031.7,1075553380,1217396825,1337976190,1638214286,1958261905,2628658730,3444666667,4386500000,4443316176,4845199272,3695512424,2602050466,2817588397,3069457797,2893412565,2871486368,4013402622,4773556940,5105853692,5371507903,6062627775,6569428035,7382877632,7581198305,6687418021,6450956307,6610220034,6231906572,4777720640,5092533176,6608199501,7401530145,9427053882,12664865353,18130705928,16930233027,19922499283,24761157957,25807972015,28573214149,30483803387,27350388854,26580406424,28858110467,30513432407,29289344754,27007953355
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3319000000,3890000000,4133600000,4535300000,4805300000,5032900000,4965700000,4881800000,4383700000,4838100000,5855400000,6661500000,6997400000,7658000000,9209500000,10103900000,11525500000,13094700000,13965400000,15261500000,15999200000,15842800000,17159300000,17648500000,18047500000,18967700000,17522200000
Pacific island small states,,,,,,,,,,,,,,,,,,,,,1999629690,2169765532,2117023218,2102404833,2117578536,2042804849,1974256891,1908457446,2137547915,2218822252,2446756213,2616812640,2704141971,2845609783,3206806668,3451500024,3586532071,3551840140,2855084782,3008989393,2948333129,2927837113,2825677466,3210138453,3636642289,5147316181,5539068777,5920592094,6460662108,5687360303,6171273513,6973761911,7406598239,7847569386,8204360615,7862961529,8330913666,8991779327,9518259061,9649830720,8794933326
Post-demographic dividend,,,,,,,,,,,1.73304E+12,1.93235E+12,2.23509E+12,2.66008E+12,3.00815E+12,3.47689E+12,3.74579E+12,4.22085E+12,5.02196E+12,5.78356E+12,6.49191E+12,6.5501E+12,6.63067E+12,6.9019E+12,7.09351E+12,7.49806E+12,9.12998E+12,1.05772E+13,1.17715E+13,1.22516E+13,1.38213E+13,1.46413E+13,1.58484E+13,1.59952E+13,1.7076E+13,1.87736E+13,1.8917E+13,1.85251E+13,1.86985E+13,1.97519E+13,2.01105E+13,2.02129E+13,2.12535E+13,2.38977E+13,2.6398E+13,2.77694E+13,2.91004E+13,3.16195E+13,3.38145E+13,3.27187E+13,3.3879E+13,3.61982E+13,3.60867E+13,3.62893E+13,3.68184E+13,3.47204E+13,3.55192E+13,3.68215E+13,3.89934E+13,3.93736E+13,3.85704E+13
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4747252747,5200549423,5462088022,5926098819,5834615907,5796153846,6197252747,5974175824,6803846154,7507692308,9686813187,13473351648,18901923077,23549175824,29497802198,34141483516,37729395604,41021703297,47935989011,57868760549,64441198104,68767740989,67723018681,68157728411,70284168804,73958204352,69219448682
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30886363636,22006578947,19344166667,20047236842,23234077946,30590260698,31312033733,30420898438,37284925642,31998239092,31916348058,34319706824,38470488580,48880451807,63668321231,86007790781,1.03322E+11,1.44463E+11,1.7096E+11,1.37941E+11,1.32218E+11,1.42562E+11,1.33513E+11,1.43933E+11,1.51272E+11,1.34521E+11,1.4605E+11,1.6733E+11,1.94702E+11,2.01133E+11,1.98868E+11
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97633E+11,3.30595E+11,3.59983E+11,3.28674E+11,2.36215E+11,2.84032E+11,2.76157E+11,2.81482E+11,2.80143E+11,3.07018E+11,2.06471E+11,1.33457E+11,1.59147E+11,2.0181E+11,2.38727E+11,2.95149E+11,3.984E+11,5.10465E+11,6.54985E+11,8.58793E+11,1.10826E+12,9.22156E+11,1.07069E+12,1.39144E+12,1.53287E+12,1.64693E+12,1.47834E+12,9.60507E+11,9.15632E+11,1.11907E+12,1.12825E+12,1.17338E+12,1.04102E+12
Rwanda,108999956,112000030,119400028,126599976,120000010,141399972,123348558.9,155720018,169120017,188800038,212599992,217436421.4,242549272,268701882.7,304479016.1,542061760.6,580338805.5,659508393.7,836984765.5,994801117.1,1202130043,1387787789,1334343414,1415271901,1448137314,1574867896,1783210303,2071709841,2311442929,2350263889,2392200703,1848843411,1969384204,1943559851,1119209891,1387464584,1462467455,1926787104,2045376751,2253451873,2159353876,2002330065,2016506467,2149651728,2335269435,2864511047,3199452684,3736179393,4851504630,5390840768,5831062974,6433410266,7133589377,7133619223,7659007684,8069067913,8042461653,8215223615,8906447276,9436763279,9482155261
